ID,Name,Reaction Formula,Gene Rules,Subsystem,Essentiality,LB,UB,FVA_min,FVA_max,RHEA,BioCyc,MetaNetX (MNX) Equation,KEGG Reaction,SEED Reaction,EC Number,Reactome Reaction
ECA4COLIPAabctex,Enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),atp_c + eca4colipa_p + h2o_c --> adp_c + eca4colipa_e + h_c + pi_c,CIW80_16665 and CIW80_16660 and CIW80_10465 and CIW80_10475 and CIW80_10470 and CIW80_17965 and CIW80_21225,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,0.0,,,MNXR97871,,,,
COLIPAPabctex,Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular),atp_c + colipap_p + h2o_c --> adp_c + colipap_e + h_c + pi_c,CIW80_16665 and CIW80_16660 and CIW80_10465 and CIW80_10475 and CIW80_10470 and CIW80_17965 and CIW80_21225,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,-1.7993002442368683e-13,,,MNXR96843,,,,
CH4tex,Methane Transport(extracellular via diffusion),ch4_e <=> ch4_p,,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0,,,,,,,
TARTRDtex,D-tartrate transport via diffusion (extracellular to periplasm),tartr__D_e <=> tartr__D_p,CIW80_25725 or CIW80_05020 or CIW80_19480 or CIW80_22660,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,0.0,35202,,MNXR104722,,,,
BTNt2ipp,Biotin transport via proton symport (periplasm),btn_p + h_p --> btn_c + h_c,,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,MNXR96334,,rxn09693,,
BTNtex,Biotin transport via diffusion (extracellular to periplasm),btn_e <=> btn_p,CIW80_05020 or CIW80_25725 or CIW80_19480 or CIW80_22660,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,0.0,28461,META:TRANS-RXN0-240,MNXR96333,,,,
2DGULRGx,2-Dehydro-L-gulonate reductase to gluconate (NADH),2dhguln_c + h_c + nadh_c --> glcn_c + nad_c,CIW80_12485,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,MNXR94785,,,,
2DGULRGy,2-Dehydro-L-gulonate reductase to gluconate (NADPH),2dhguln_c + h_c + nadph_c --> glcn_c + nadp_c,CIW80_12485,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,MNXR94786,,,,
AP4AS,Ap4A synthetase,2.0 atp_c + h_c --> ap4a_c + ppi_c,CIW80_15955,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.0795801465421203e-12,34938,META:RXN0-5208,MNXR95858,,,2.7.7,
ARBTptspp,Arbutin transport via PEP:Pyr PTS (periplasm),arbt_p + pep_c --> arbt6p_c + pyr_c,CIW80_13475 and CIW80_05965 and CIW80_05960,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,34946,,MNXR95932,,rxn05501,,
ARBTtex,Arbutin transport via diffusion (extracellular to periplasm),arbt_e --> arbt_p,CIW80_05020 or CIW80_22660 or CIW80_25725 or CIW80_19480,"Transport, Outer Membrane Porin",Not essential,0.0,1000.0,0.0,0.0,35026,,MNXR95933,,,,
EX_arbt_e,Arbutin exchange,arbt_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,35026,,MNXR95933,,,,
DMSOtpp,Dimethyl sulfoxide transport via diffusion (periplasm),dmso_p <=> dmso_c,s0001,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,0.0,0.0,29702,META:TRANS-RXN0-273,MNXR97533,,rxn08358,,
PYDXtex,Pyridoxal transport via diffusion (extracellular),pydx_e <=> pydx_p,CIW80_05020 or CIW80_22660 or CIW80_25725 or CIW80_19480,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,0.0,28465,META:TRANS-RXN0-214,MNXR103370,,rxn12666,,
PYDXtpp,Pyridoxal import,pydx_p --> pydx_c,,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,28465,META:TRANS-RXN0-214,MNXR103370,,rxn12666,,
SUCASPtpp,Succinate:aspartate antiporter (periplasm),asp__L_p + succ_c <=> asp__L_c + succ_p,CIW80_16010 or CIW80_15915 or CIW80_21115,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-1000.0,1000.0,29346,META:TRANS-RXN-106A,MNXR104611,,,,
SUCMALtpp,Succinate:malate antiporter (periplasm),mal__L_p + succ_c <=> mal__L_c + succ_p,CIW80_16010 or CIW80_15915 or CIW80_21115,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,3.5680630300781506e-13,-9.189683974870656e-12,29330,META:TRANS-RXN-106B,MNXR97456,,rxn09767,,
PYDXNtex,Pyridoxine transport via diffusion (extracellular),pydxn_e <=> pydxn_p,CIW80_05020 or CIW80_22660 or CIW80_25725 or CIW80_19480,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,2.7446638692909275e-14,0.0,28473,META:TRANS-RXN0-205,MNXR103364,,rxn13097,,
PYDXNtpp,Pyridoxine import,pydxn_p --> pydxn_c,,"Transport, Inner Membrane",Not essential,0.0,1000.0,2.7446638692909275e-14,0.0,28473,META:TRANS-RXN0-205,MNXR103364,,rxn13097,,
PYDAMtex,Pyridoxamine transport via diffusion (extracellular),pydam_e <=> pydam_p,CIW80_05020 or CIW80_22660 or CIW80_25725 or CIW80_19480,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,2.548616450055842e-14,0.0,28469,META:TRANS-RXN0-213,MNXR103358,,,,
PYDAMtpp,Pyridoxamine import,pydam_p --> pydam_c,,"Transport, Inner Membrane",Not essential,0.0,1000.0,2.548616450055842e-14,0.0,28469,META:TRANS-RXN0-213,MNXR103358,,,,
13PPDH2,"1,3-propanediol dehydrogenase",3hppnl_c + h_c + nadph_c <=> 13ppd_c + nadp_c,CIW80_09450,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,0.0,0.0,,,,,,,
TARTt2_3pp,D-tartrate transport via proton symport (3 H) (periplasm),3.0 h_p + tartr__D_p --> 3.0 h_c + tartr__D_c,CIW80_15915,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-3.0159880331109413e-12,,,MNXR104725,,,,
SUCTARTtpp,Succinate:D-tartrate antiporter (periplasm),succ_c + tartr__D_p <=> succ_p + tartr__D_c,CIW80_15915,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,2.3787086867187815e-13,0.0,34766,META:TRANS-RXN0-499,MNXR104642,,,,
APCS,Aminopropylcadaverine synthase,15dap_c + ametam_c --> 5mta_c + h_c + na15dap_c,CIW80_18360,Arginine and Proline Metabolism,Not essential,0.0,1000.0,3.243693663707431e-14,0.0,33390,META:RXN0-5217,MNXR95867,R08359,rxn12049,2.5.1.16,
CHTBSptspp,Chitobiose transport via PEP:Pyr PTS (periplasm),chtbs_p + pep_c --> chtbs6p_c + pyr_c,(CIW80_01565 and CIW80_01560 and CIW80_01555) and CIW80_05960 and CIW80_05965,"Transport, Inner Membrane",Not essential,0.0,1000.0,2.0988606059283155e-14,0.0,,,MNXR138170,,,,
CHTBStex,Chitobiose transport via diffusion (extracellular to periplasm),chtbs_e <=> chtbs_p,CIW80_05020 or CIW80_22660 or CIW80_25725 or CIW80_19480 or CIW80_21425,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,2.0988606059283152e-14,0.0,,,MNXR138171,,,,
TRPtipp,L-tryptophan transport out (periplasm),trp__L_c --> trp__L_p,CIW80_00340,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-9.047964099332822e-12,,,,,,,
TYRtipp,L-tyrosine transport out (periplasm),tyr__L_c --> tyr__L_p,CIW80_00340,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-9.047964099332783e-12,,,,,,,
ThDPAT,ThDP adenylyl transferase,adp_c + h_c + thmpp_c --> athtp_c + pi_c,,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-3.590461944179703e-14,35246,META:RXN0-5291,MNXR105006,,,2.7.7,
APPLDHr,Aminopropanol dehydrogenase reversible,aact_c + h_c + nadh_c <=> appl_c + nad_c,CIW80_14760,Threonine and Lysine Metabolism,Not essential,-1000.0,1000.0,0.0,0.0,16520,META:AMINOPROPDEHYDROG-RXN,MNXR95894,R03759,rxn02667,2.3.1.37,
SPMDt3pp,Spermidine transport out via proton antiport (periplasm),h_p + spmd_c --> h_c + spmd_p,CIW80_00825 and CIW80_00820,"Transport, Inner Membrane",Not essential,0.0,1000.0,-3.7896409005909554e-30,-1.809592819866567e-12,28738,META:TRANS-RXN0-266,MNXR104497,,rxn05652,,
PHEtipp,L-phenylalanine transport out (periplasm),phe__L_c --> phe__L_p,CIW80_00340,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-9.047964099332814e-12,,,,,,,
G2PP,Glycerol-2-phosphate phosphatase,glyc2p_c + h2o_c --> glyc_c + pi_c,CIW80_06500,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,13108,META:GLYCEROL-2-PHOSPHATASE-RXN,MNXR99852,R01043,rxn00766,3.1.3.19,
MALt3pp,L-malate transport out via proton antiport (periplasm),h_p + mal__L_c --> h_c + mal__L_p,,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-9.047964099332814e-12,,,MNXR101373,,,,
CITt3pp,Citrate transport out via proton antiport (periplasm),cit_c + h_p --> cit_p + h_c,,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-9.047964099332822e-12,,,MNXR96747,,,,
DHNPA2r,Dihydroneopterin aldolase reversible,dhnpt_c <=> 6hmhpt_c + gcald_c,CIW80_09765,Cofactor and Prosthetic Group Biosynthesis,Essential,-1000.0,1000.0,0.0007501363409758022,0.0007501363409753235,10543,META:H2NEOPTERINALDOL-RXN,MNXR125603,R03504,rxn02504,4.1.2.25,
QUIN2tpp,Quinate transport (periplasm),quin_p <=> quin_c,,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,0.0,0.0,35198,,MNXR103397,,rxn12452,,
GLYC2Pabcpp,Sn-Glycerol 2-phosphate transport via ABC system (periplasm),atp_c + glyc2p_p + h2o_c --> adp_c + glyc2p_c + h_c + pi_c,CIW80_11835 and CIW80_11850 and CIW80_11840 and CIW80_11845,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,7.382048429919844e-28,34762#1,,MNXR100318,,,,
CRNDtex,D-carnitine transport via diffusion (extracellular to periplasm),crn__D_e <=> crn__D_p,CIW80_25725 or CIW80_05020 or CIW80_19480 or CIW80_22660,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,0.0,35070,,MNXR96904,,,,
SHGO,S-2-hydroxyglutarate oxidase,S2hglut_c + o2_c --> akg_c + h2o2_c,CIW80_06950,Glycine and Serine Metabolism,Not essential,0.0,1000.0,0.0,-1.8095928198665167e-12,,,,,,,
NADHXD,NADHX dehydratase,adp_c + nadhx__S_c --> amp_c + h_c + nadh_c + pi_c,CIW80_16160,Metabolite Repair,Not essential,0.0,1000.0,0.0,-2.2619910248332103e-12,,,,,,,
NADPHHR,NADPH hydratase,h2o_c + nadph_c --> nadphx__R_c,s0001 or CIW80_01800,Metabolite Repair,Not essential,0.0,1000.0,0.0,-2.2619910248332095e-12,,,,,,,
NADPHHS,NADPH hydratase,h2o_c + nadph_c --> nadphx__S_c,CIW80_01800 or s0001,Metabolite Repair,Not essential,0.0,1000.0,0.0,-2.2619910248332095e-12,,,,,,,
NADHHS,NADH hydratase,h2o_c + nadh_c --> nadhx__S_c,s0001 or CIW80_01800,Metabolite Repair,Not essential,0.0,1000.0,0.0,-2.2619910248332103e-12,,,,,,,
NADHXE,NADHX epimerase,nadhx__S_c <=> nadhx__R_c,CIW80_16160,Metabolite Repair,Not essential,-1000.0,1000.0,1.7840315150390955e-13,0.0,,,,,,,
SELabcpp,Selenatenate transport via ABC system (periplasm),atp_c + h2o_c + sel_p --> adp_c + h_c + pi_c + sel_c,(CIW80_05995 and CIW80_05990 and CIW80_06005 and CIW80_06000) or (CIW80_05995 and CIW80_05990 and CIW80_14590 and CIW80_06000),Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,-4.523982049666407e-12,,,,,,,
PYK2,Pyruvate kinase(2),h_c + pep_c + udp_c --> pyr_c + utp_c,CIW80_02190,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,11.188377891198648,,,MNXR103372,R00659,rxn00460,2.7.1.40,
PYK3,Pyruvate kinase(3),gdp_c + h_c + pep_c --> gtp_c + pyr_c,CIW80_02190,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,11.188377891201387,30298,META:RXN-14117,MNXR100460,R00430,rxn00304,2.7.1.40,
PYK4,Pyruvate kinase(4),cdp_c + h_c + pep_c --> ctp_c + pyr_c,CIW80_02190,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,11.18837789120139,,,MNXR103373,R00572,rxn00411,2.7.1.40,
NADPHXD,NADPHX dehydratase,adp_c + nadphx__S_c --> amp_c + h_c + nadph_c + pi_c,CIW80_16160,Metabolite Repair,Not essential,0.0,1000.0,0.0,-1.570298394970366e-12,,,,,,,
NADHHR,NADH hydratase,h2o_c + nadh_c --> nadhx__R_c,s0001 or CIW80_01800,Metabolite Repair,Not essential,0.0,1000.0,0.0,-1.57029839497035e-12,,,,,,,
NADPHXE,NADPHX epimerase,nadphx__R_c <=> nadphx__S_c,CIW80_16160,Metabolite Repair,Not essential,-1000.0,1000.0,0.0,-1.5702983949703658e-12,,,,,,,
ALAtpp,L-alanine export via facilited diffusion,ala__L_c --> ala__L_p,CIW80_07000,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-6.2811935798814705e-12,,,,,,,
DHBSZ3FEabcpp,23dhbsz3 Fe III transport via ABC system periplasm,atp_c + fe3dhbzs3_p + h2o_c --> adp_c + fe3dhbzs3_c + h_c + pi_c,CIW80_20950 and CIW80_20955 and CIW80_20960 and CIW80_20970,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,-1.5702983949703684e-12,,,MNXR97371,,,,
FE3DHBZS3R,"Fe(III)-(2,3-dihydroxybenzoylserine)3 reductase via NADPH",2.0 fe3dhbzs3_c + nadph_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + 3.0 h_c + nadp_c,CIW80_09840,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,,,,,
DXYLONtpp,D-xylonate reversible tranposrt (periplasm),dxylnt_p <=> dxylnt_c,,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,7.039035203622455e-14,0.0,,,,,,,
DXYLTD,D-xylonate dehydratase,dxylnt_c <=> 2ddara_c + h2o_c,CIW80_17055,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,7.039035203622455e-14,0.0,,,,,,,
2DDARAA,2-dehydro-3-deoxy-D-arabinonate Aldolase,2ddara_c <=> gcald_c + pyr_c,CIW80_17060,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,7.039035203622455e-14,0.0,,,,,,,
2DGLCptspp,2-Deoxy-D-glucose transport via PEP:Pyr PTS (periplasm),2dglc_p + pep_c --> 2doxg6p_c + pyr_c,CIW80_05960 and CIW80_01990 and CIW80_02000 and CIW80_05965 and CIW80_01995,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,,,,,
GNP,Phosphogluconate phosphatase,6pgc_c + h2o_c --> glcn_c + pi_c,CIW80_13445 or CIW80_07120,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,-1.5702983949703763e-12,,,,,,,
ALLTAMH2,Allantoate amidinohydrolase,alltt_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + urdgci_c,CIW80_20705,Nitrogen Metabolism,Not essential,0.0,1000.0,0.0,-1.4607426929956826e-13,,,,,,,
UGCIAMH,Ureidoglycine aminohydrolase,h2o_c + urdgci_c --> nh4_c + urdglyc_c,CIW80_20700,Nitrogen Metabolism,Not essential,0.0,1000.0,0.0,-1.4607426929956826e-13,,,,,,,
METGLCUR,1-O-Methyl-Beta-D-glucuronidase,h2o_c + metglcur_c --> glcur_c + meoh_c,CIW80_00920,Alternate Carbon Metabolism,Not essential,0.0,1000.0,7.039035203622374e-14,0.0,,,,,,,
ACOAD1fr,Acyl-CoA dehydrogenase (butanoyl-CoA),b2coa_c + fadh2_c --> btcoa_c + fad_c,CIW80_01345,Membrane Lipid Metabolism,Not essential,0.0,1000.0,0.39904113755808024,1000.0,,,,,,,
FE3DCITexs,Dicitrate Fe(III) binding (spontaneous),2.0 cit_e + fe3_e --> fe3dcit_e,s0001,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,-2.0937311932938146e-12,,,,,,,
FEENTERES,Enterochelin Esterase (Fe containing),feenter_c + h2o_c --> fe3dhbzs3_c,CIW80_20925,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,2.8156140814489975e-13,-1.2562387159763016e-12,,,,,,,
FEENTERR4,Fe-enterobactin reduction via nadph,2.0 feenter_c + nadph_c --> 2.0 enter_c + 2.0 fe2_c + h_c + nadp_c,CIW80_09840,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,-3.694819752871473e-13,,,,,,,
DXYLONtex,D-xylonate transport via diffusion (extracellular),dxylnt_e <=> dxylnt_p,CIW80_25725 or CIW80_22660 or CIW80_05020,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,7.039035203622455e-14,0.0,,,,,,,
PSURItex,Pseudouridine transport via diffusion (extracellular to periplasm),psuri_e <=> psuri_p,CIW80_22660 or CIW80_25725 or CIW80_05020 or CIW80_19480,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,0.0,,,,,,,
ALR2x,Aldose reductase (methylglyoxal) (nadh),h_c + mthgxl_c + nadh_c --> acetol_c + nad_c,CIW80_01760,Methylglyoxal Metabolism,Not essential,0.0,1000.0,0.0,-7.851491974851618e-13,,,,,,,
OMPHHXy,2-octaprenyl-6-methoxyphenol hydroxylase (NADPH),2omph_c + h_c + nadph_c + o2_c --> 2ombzl_c + h2o_c + nadp_c,CIW80_08255,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-6.979103977646079e-13,,,,,,,
CHLt3pp,Choline transport via proton antiport (periplasm),chol_c + h_p --> chol_p + h_c,CIW80_02910,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-3.140596789940737e-12,,,,,,,
GLYBt3pp,Glycine betaine transport via proton antiport (periplasm),glyb_c + h_p --> glyb_p + h_c,CIW80_02910,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-3.1405967899407304e-12,,,,,,,
AI2tpp,Quorum signal AI-2 exporter,mththf_c --> mththf_p,CIW80_00835,"Transport, Inner Membrane",Not essential,0.0,1000.0,1.022436195959637e-19,0.000502333453899065,,,,,,,
Ftpp,F- efflux transport,f_c --> f_p,CIW80_21135,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,,,,,
FMNtex,"FMN transport, outer membrane",fmn_p <=> fmn_e,CIW80_22660 or CIW80_19480 or CIW80_05020 or CIW80_25725,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,-5.191069074282208e-14,,,,,,,
EX_dxylnt_e,D-Xylonate exchange,dxylnt_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-6.281193579881464e-13,,,,,,,
CLBtex,Cellobiose transport transport via diffusion extracellular to periplasm ,cellb_e <=> cellb_p,CIW80_19480 or CIW80_25725 or CIW80_22660 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,-7.851491974851866e-13,,,MNXR96760,,,,
ACOXT,Acetyl-CoA:oxalate CoA-transferase,accoa_c + oxa_c <=> ac_c + oxalcoa_c,CIW80_05740,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,0.0,0.0,,,,,,,
EX_mththf_e,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran exchange",mththf_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.000502333453899065,,,,,,,
2HESR,2-hydroxyethyldisulfide reductase,dtgcl_c + 2.0 gthrd_c --> gthox_c + 2.0 mercpeth_c,CIW80_09345 or CIW80_05445,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,,,,,
CHOLID,7-?-hydroxysteroid dehydrogenase,cholate_c + nad_c --> dhcholn_c + h_c + nadh_c,CIW80_00930,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,,,,,
CHOLATEtpp,Cholate transport via proton antiport,cholate_c + h_p --> cholate_p + h_c,CIW80_17340,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,,,,,
PHDA,Phenylhydantoinase,5phdt_c + h2o_c --> 5phua_c,CIW80_08085,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,,,,,
TEO2M,Tellurite methyltransferase,amet_c + teo2_c --> ahcys_c + mteo2_c,CIW80_00090,Unassigned,Not essential,0.0,1000.0,0.0,0.0,,,,,,,
CYSItpp,Cystine efflux transport,cysi__L_c --> cysi__L_p,CIW80_14750,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,,,,,
DHPTDNR,Dihydropteridine reductase,dhptdn_c + 3.0 h_c + nadph_c --> nadp_c + thptdn_c,CIW80_20880,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,17868,,MNXR97443,R07355,rxn05088,1.5.1.34,
DHPTDNRN,Dihydropteridine reductase (NADH),dhptdn_c + 3.0 h_c + nadh_c --> nad_c + thptdn_c,CIW80_20880,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,17872,,MNXR97444,R07354,rxn05087,1.5.1.34,
PCNO,Propanoyl-CoA:NADP+ 2-oxidoreductase,nadp_c + ppcoa_c <=> h_c + nadph_c + prpncoa_c,CIW80_10720,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,0.0,0.0,26457,META:RXN-9087,MNXR102415,R00919,rxn00668,1.3.1.84,
PUACGAMtr,"Transport of poly-?-1,6-N-acetyl-D-glucosamine (poly-?-1,6-N-acetyl-D-glucosamine synthase)",puacgam_c --> puacgam_p,CIW80_23080 and CIW80_23085,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-2.24328342138625e-13,,,,,,,
DC6PDA,Chito-oligosaccharide mono-deacetylase,chtbs6p_c + h2o_c --> ac_c + mchtbs6p_c,CIW80_01540,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,-1.6529456789161572e-13,,,,,,,
PIt2rpp,Phosphate reversible transport via symport (periplasm),h_p + pi_p --> h_c + pi_c,CIW80_12065 or CIW80_09335,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,1.0815934459238783,1.0815934459173866,29942,META:TRANS-RXN-114,MNXR102872,,rxn09872,,
LEUt2rpp,L-leucine reversible transport via proton symport (periplasm),h_p + leu__L_p --> h_c + leu__L_c,CIW80_20120,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,1000.0,,,MNXR101055,,rxn13340,,
LCTStpp,Lactose transport via proton symport (periplasm),h_p + lcts_p --> h_c + lcts_c,CIW80_19880,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,28870,,MNXR101025,,rxn10169,,
ILEt3pp,L-isoleucine transport out via proton antiport (periplasm),h_p + ile__L_c --> h_c + ile__L_p,CIW80_16025,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,,,,,
METt3pp,L-methionine tranport out via proton antiport (periplasm),h_p + met__L_c --> h_c + met__L_p,CIW80_01905 or CIW80_16025,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,,,,,
GSNt3pp,Guanosine transport out via proton antiport (periplasm),gsn_c + h_p --> gsn_p + h_c,CIW80_13170,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,,,,,
CLtipp,Chloride ion transport in via diffusion (periplasm),cl_p --> cl_c,CIW80_00775,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,,,,,
5DKGR,5-keto-D-gluconate 5-reductase,glcn_c + nad_c <=> 5dglcn_c + h_c + nadh_c,CIW80_08015,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,0.0,0.0,,,,,,,
PItpp,Phosphate export via facillated diffusion (periplasm),pi_c --> pi_p,CIW80_15185,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,,,,,
LEUt3pp,L-leucine transport out via proton antiport (periplasm),h_p + leu__L_c --> h_c + leu__L_p,CIW80_01905 or CIW80_16025,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,,,,,
INSt3pp,Inosine transport out via proton antiport (perisplasm),h_p + ins_c --> h_c + ins_p,CIW80_13170,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,,,,,
INDOLEt2rpp,"Indole transport via proton symport, reversible (periplasm)",h_p + indole_p --> h_c + indole_c,CIW80_10270,"Transport, Inner Membrane",Not essential,0.0,1000.0,1.5997807280960083e-14,1000.0,29230,META:TRANS-RXN-142,MNXR100835,,rxn10176,,
ILEt2rpp,L-isoleucine reversible transport via proton symport (periplasm),h_p + ile__L_p --> h_c + ile__L_c,CIW80_20120,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,MNXR100822,,rxn13322,,
GLYtpp,Glycine transport via facillitated diffusion,gly_c <=> gly_p,CIW80_14645,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,0.0,0.0,,,,,,,
PYK6,RE2954,dtdp_c + h_c + pep_c --> dttp_c + pyr_c,CIW80_02190,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,11.188377891207839,,,,,,,
FADt,"FAD transporter, periplasm",fad_c --> fad_p,CIW80_03365,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-7.969188331635532e-16,,,,,,,
FADtex,"FAD transport, outer membrane",fad_p <=> fad_e,CIW80_19480 or CIW80_05020 or CIW80_25725 or CIW80_22660,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,-7.969188331635532e-16,,,,,,,
4HBZt3pp,4-hydroxybenzoate transport out via antiporter,4hbz_c + h_p --> 4hbz_p + h_c,CIW80_10650 and CIW80_10655,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,,,,,,
LKDRA,2-keto-3-deoxy-L-rhamnonate aldolase,lkdr_c <=> lald__L_c + pyr_c,CIW80_05170,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,0.0,0.0,,,,,,,
